Run UDT client loop ...
50  52  48  50  51  50  47  48  47  47  max: 52  average 10: 49  average total: 49 0KB/s(in)
15:13.4 77862   77812   77762   77713   77663   77609   77558   77511   77460   77411   max: 77862  average 10: 77636  average total: 47360
15:13.4 77361   77310   77260   77211   77163   77112   77065   77015   76965   76916   max: 77361  average 10: 77137  average total: 47467
15:13.4 76864   76812   76760   76712   76661   76611   76561   76511   76462   76413   max: 76864  average 10: 76636  average total: 47571
15:13.4 76364   76313   76263   76212   76161   76114   76063   76014   75964   75915   max: 76364  average 10: 76138  average total: 47673
15:13.4 75865   75814   75766   75717   75666   75617   75569   75519   75467   75416   max: 75865  average 10: 75641  average total: 47772
15:13.4 75365   75314   75264   75217   75164   75117   75066   75016   74966   74918   max: 75365  average 10: 75140  average total: 47868
15:13.4 74868   74819   74771   74723   74673   74623   74572   74525   74474   74427   max: 74868  average 10: 74647  average total: 47963
15:13.4 74376   74326   74278   74230   74179   74130   74082   74031   73981   73933   max: 74376  average 10: 74154  average total: 48055
15:13.4 73881   73831   73781   73731   73683   73637   73586   73536   73488   73434   max: 73881  average 10: 73658  average total: 48144
15:13.4 73381   73332   73282   73233   73183   73135   73091   73042   72988   72937   max: 73381  average 10: 73160  average total: 48231
15:13.4 72886   72834   72783   72736   72685   72637   72589   72537   72488   72439   max: 72886  average 10: 72661  average total: 48316
15:13.4 72399   72349   72298   72247   72196   72147   72097   72051   72001   71950   max: 72399  average 10: 72173  average total: 48399
15:13.4 71901   71853   71803   71755   71704   71655   71611   71560   71509   71459   max: 71901  average 10: 71681  average total: 48479
15:13.4 71409   71362   71312   71259   71209   71158   71112   71062   71012   70964   max: 71409  average 10: 71185  average total: 48557
15:13.4 70915   70866   70816   70768   70718   70669   70619   70569   70518   70478   max: 70915  average 10: 70693  average total: 48633
15:13.4 70426   70377   70326   70275   70225   70173   70122   70071   70022   69973   max: 70426  average 10: 70199  average total: 48706
15:13.4 69923   69875   69824   69774   69725   69674   69623   69577   69522   69475   max: 69923  average 10: 69699  average total: 48778
15:13.4 69424   69374   69324   69270   69223   69173   69123   69076   69026   68973   max: 69424  average 10: 69198  average total: 48847
15:13.4 68924   68884   68832   68780   68729   68678   68628   68578   68528   68478   max: 68924  average 10: 68703  average total: 48914
15:13.4 68425   68379   68331   68282   68230   68175   68126   68084   68032   67982   max: 68425  average 10: 68204  average total: 48979
15:13.4 67932   67881   67830   67779   67730   67683   67632   67581   67532   67484   max: 67932  average 10: 67706  average total: 49042
15:13.4 67433   67385   67336   67287   67237   67188   67138   67087   67034   66986   max: 67433  average 10: 67211  average total: 49103
15:13.4 66937   66885   66834   66783   66730   66683   66633   66579   66529   66479   max: 66937  average 10: 66707  average total: 49161
15:13.4 66428   66380   66331   66279   66228   66180   66126   66072   66019   65970   max: 66428  average 10: 66201  average total: 49218
15:13.4 65916   65866   65816   65765   65712   65663   65612   65563   65513   65460   max: 65916  average 10: 65688  average total: 49273
15:13.4 65406   65360   65305   65254   65201   65151   65101   65046   64998   64945   max: 65406  average 10: 65176  average total: 49325
15:13.4 64892   64844   64794   64743   64695   64644   64598   64547   64496   64446   max: 64892  average 10: 64669  average total: 49375
15:13.4 64392   64343   64294   64244   64194   64146   64095   64046   63995   63944   max: 64392  average 10: 64169  average total: 49424
15:13.4 63896   63847   63798   63748   63697   63649   63598   63548   63497   63448   max: 63896  average 10: 63672  average total: 49471
15:13.4 63400   63353   63302   63251   63198   63148   63099   63049   63001   62952   max: 63400  average 10: 63175  average total: 49515
15:13.4 62904   62855   62804   62752   62700   62649   62599   62548   62501   62451   max: 62904  average 10: 62676  average total: 49558
15:13.4 62400   62350   62298   62248   62203   62152   62103   62053   62003   61955   max: 62400  average 10: 62176  average total: 49599
15:13.4 61906   61856   61808   61761   61711   61660   61611   61561   61513   61462   max: 61906  average 10: 61684  average total: 49638
15:13.4 61411   61363   61315   61266   61216   61165   61116   61066   61016   60968   max: 61411  average 10: 61190  average total: 49675
15:13.4 60920   60870   60821   60770   60723   60673   60624   60577   60527   60479   max: 60920  average 10: 60698  average total: 49710
15:13.4 60430   60381   60332   60282   60232   60180   60130   60082   60032   59984   max: 60430  average 10: 60206  average total: 49744
15:13.4 59934   59885   59833   59785   59735   59687   59639   59588   59541   59487   max: 59934  average 10: 59711  average total: 49775
15:13.4 59436   59387   59340   59290   59240   59191   59142   59091   59042   58993   max: 59436  average 10: 59215  average total: 49805
15:13.4 58946   58896   58846   58795   58744   58693   58639   58591   58540   58495   max: 58946  average 10: 58718  average total: 49834
15:13.4 58445   58390   58336   58282   58234   58184   58133   58084   58033   57986   max: 58445  average 10: 58210  average total: 49860
15:13.4 57932   57882   57835   57785   57738   57688   57638   57590   57540   57491   max: 57932  average 10: 57711  average total: 49885
15:13.4 57444   57393   57345   57294   57247   57198   57147   57093   57044   56995   max: 57444  average 10: 57220  average total: 49908
15:13.4 56945   56893   56837   56785   56732   56681   56631   56581   56532   56482   max: 56945  average 10: 56709  average total: 49929
15:13.4 56432   56382   56335   56282   56232   56182   56132   56081   56026   55974   max: 56432  average 10: 56205  average total: 49949
15:13.4 55926   55875   55822   55773   55722   55672   55623   55577   55527   55475   max: 55926  average 10: 55699  average total: 49966
15:13.4 55422   55372   55323   55275   55225   55173   55125   55075   55024   54974   max: 55422  average 10: 55198  average total: 49983
15:13.4 54924   54877   54823   54776   54725   54677   54625   54578   54527   54478   max: 54924  average 10: 54701  average total: 49997
15:13.4 54423   54373   54322   54271   54224   54173   54124   54074   54026   53979   max: 54423  average 10: 54198  average total: 50010
15:13.4 53936   53882   53832   53781   53730   53679   53629   53580   53529   53478   max: 53936  average 10: 53705  average total: 50021
15:13.4 53429   53378   53329   53276   53226   53173   53125   53071   53022   52975   max: 53429  average 10: 53200  average total: 50031
15:13.4 52924   52873   52819   52767   52718   52670   52620   52571   52522   52472   max: 52924  average 10: 52695  average total: 50039
15:13.4 52423   52373   52324   52276   52225   52180   52125   52072   52021   51972   max: 52423  average 10: 52199  average total: 50046
15:13.4 51922   51872   51831   51780   51726   51674   51624   51575   51525   51475   max: 51922  average 10: 51700  average total: 50051
15:13.4 51424   51376   51330   51280   51230   51181   51130   51080   51036   50985   max: 51424  average 10: 51205  average total: 50054
15:13.4 50935   50884   50835   50783   50729   50680   50631   50580   50532   50482   max: 50935  average 10: 50707  average total: 50056
15:13.5 50431   50382   50333   50280   50228   50177   50124   50076   50029   49981   max: 50431  average 10: 50204  average total: 50057
15:13.5 49928   49877   49826   49775   49732   49682   49631   49578   49525   49474   max: 49928  average 10: 49702  average total: 50056
15:13.5 49423   49374   49326   49278   49226   49177   49130   49081   49028   48975   max: 49423  average 10: 49201  average total: 50053
15:13.5 48924   48874   48822   48770   48720   48671   48624   48572   48523   48472   max: 48924  average 10: 48697  average total: 50049
15:13.5 48420   48371   48318   48269   48219   48172   48122   48073   48023   47974   max: 48420  average 10: 48196  average total: 50044
15:13.5 47921   47870   47821   47772   47723   47674   47624   47577   47528   47481   max: 47921  average 10: 47699  average total: 50037
15:13.5 47430   47381   47328   47278   47226   47176   47126   47076   47028   46979   max: 47430  average 10: 47202  average total: 50028
15:13.5 46931   46877   46827   46777   46727   46680   46629   46580   46530   46479   max: 46931  average 10: 46703  average total: 50019
15:13.5 46429   46377   46327   46277   46226   46173   46126   46077   46023   45973   max: 46429  average 10: 46200  average total: 50007
15:13.5 45927   45877   45826   45776   45727   45676   45625   45576   45523   45475   max: 45927  average 10: 45700  average total: 49995
15:13.5 45424   45375   45322   45273   45223   45173   45119   45069   45023   44972   max: 45424  average 10: 45197  average total: 49981
15:13.5 44922   44872   44822   44774   44725   44676   44626   44579   44528   44477   max: 44922  average 10: 44700  average total: 49965
15:13.5 44427   44379   44329   44282   44232   44178   44126   44075   44022   43971   max: 44427  average 10: 44202  average total: 49949
15:13.5 43922   43874   43825   43774   43727   43676   43626   43578   43532   43477   max: 43922  average 10: 43701  average total: 49931
15:13.5 43425   43376   43330   43280   43228   43177   43129   43076   43027   42978   max: 43425  average 10: 43202  average total: 49911
15:13.5 42931   42881   42833   42784   42734   42683   42634   42586   42534   42482   max: 42931  average 10: 42708  average total: 49891
15:13.5 42431   42382   42331   42288   42237   42186   42135   42083   42031   41982   max: 42431  average 10: 42208  average total: 49869
15:13.5 41933   41886   41837   41786   41738   41687   41637   41589   41540   41489   max: 41933  average 10: 41712  average total: 49845
15:13.5 41439   41387   41334   41283   41235   41183   41135   41087   41035   40985   max: 41439  average 10: 41210  average total: 49821
15:13.5 40938   40888   40834   40785   40736   40686   40638   40589   40542   40492   max: 40938  average 10: 40712  average total: 49795
15:13.5 40443   40394   40343   40296   40245   40193   40144   40094   40044   39994   max: 40443  average 10: 40219  average total: 49768
15:13.5 39946   39897   39847   39799   39750   39701   39654   39599   39548   39502   max: 39946  average 10: 39724  average total: 49739
15:13.5 39451   39401   39353   39303   39253   39204   39155   39106   39058   39012   max: 39451  average 10: 39229  average total: 49710
15:13.5 38962   38912   38864   38815   38762   38715   38665   38615   38565   38517   max: 38962  average 10: 38739  average total: 49679
15:13.5 38465   38415   38362   38313   38264   38210   38159   38106   38057   38009   max: 38465  average 10: 38236  average total: 49647
15:13.5 37957   37907   37857   37804   37751   37701   37647   37595   37541   37489   max: 37957  average 10: 37724  average total: 49613
15:13.5 37440   37391   37339   37290   37242   37190   37137   37084   37033   36983   max: 37440  average 10: 37212  average total: 49579
15:13.5 36932   36881   36830   36780   36733   36682   36632   36583   36535   36487   max: 36932  average 10: 36707  average total: 49543
15:13.5 36437   36392   36342   36292   36242   36190   36139   36089   36043   35992   max: 36437  average 10: 36215  average total: 49506
15:13.5 35939   35890   35840   35790   35738   35689   35634   35585   35534   35480   max: 35939  average 10: 35711  average total: 49468
15:13.5 35430   35381   35331   35289   35238   35184   35130   35079   35028   34977   max: 35430  average 10: 35206  average total: 49429
15:13.5 34931   34881   34833   34789   34735   34683   34630   34579   34529   34474   max: 34931  average 10: 34706  average total: 49388
15:13.5 34423   34372   34319   34265   34213   34165   34120   34069   34019   33968   max: 34423  average 10: 34193  average total: 49347
15:13.5 33917   33866   33816   33767   33718   33672   33617   33571   33519   33467   max: 33917  average 10: 33693  average total: 49304
15:13.5 33414   33364   33316   33265   33217   33167   33118   33069   33021   32968   max: 33414  average 10: 33191  average total: 49260
15:13.5 32919   32871   32816   32766   32715   32666   32619   32569   32519   32469   max: 32919  average 10: 32692  average total: 49215
15:13.5 32420   32375   32324   32288   32237   32186   32131   32079   32028   31978   max: 32420  average 10: 32204  average total: 49169
15:13.5 31927   31874   31824   31772   31721   31670   31622   31572   31523   31475   max: 31927  average 10: 31698  average total: 49122
15:13.5 31426   31375   31326   31276   31226   31176   31129   31078   31028   30980   max: 31426  average 10: 31202  average total: 49073
15:13.5 30928   30879   30831   30782   30729   30681   30630   30582   30531   30483   max: 30928  average 10: 30705  average total: 49024
15:13.5 30429   30379   30326   30278   30227   30175   30123   30069   30022   29969   max: 30429  average 10: 30199  average total: 48974
15:13.5 29920   29867   29814   29765   29716   29666   29616   29566   29516   29463   max: 29920  average 10: 29690  average total: 48922
15:13.5 29416   29365   29314   29266   29214   29160   29117   29069   29019   28969   max: 29416  average 10: 29190  average total: 48869
15:13.5 28913   28864   28813   28762   28707   28658   28610   28560   28510   28458   max: 28913  average 10: 28685  average total: 48816
15:13.5 28409   28357   28304   28256   28204   28152   28101   28053   28000   27949   max: 28409  average 10: 28178  average total: 48761
15:13.5 27897   27845   27791   27738   27693   27642   27592   27542   27490   27439   max: 27897  average 10: 27666  average total: 48705
15:13.5 27389   27337   27287   27236   27187   27133   27087   27033   26978   26931   max: 27389  average 10: 27159  average total: 48648
15:13.5 26882   26830   26780   26728   26678   26629   26582   26532   26485   26432   max: 26882  average 10: 26655  average total: 48590
15:13.5 26379   26329   26280   26230   26182   26130   26083   26034   25986   25938   max: 26379  average 10: 26157  average total: 48532
15:13.5 25887   25838   25789   25739   25691   25642   25587   25537   25492   25441   max: 25887  average 10: 25664  average total: 48472
15:13.5 25391   25341   25293   25242   25192   25142   25092   25044   24997   24947   max: 25391  average 10: 25168  average total: 48411
15:13.5 24897   24850   24800   24750   24699   24649   24599   24549   24500   24452   max: 24897  average 10: 24674  average total: 48349
15:13.5 24404   24376   24325   24275   24224   24173   24122   24072   24022   23972   max: 24404  average 10: 24196  average total: 48286
15:13.5 23921   23871   23820   23770   23720   23669   23618   23567   23515   23467   max: 23921  average 10: 23693  average total: 48223
15:13.5 23414   23365   23317   23267   23215   23167   23117   23070   23019   22969   max: 23414  average 10: 23192  average total: 48158
15:13.5 22918   22867   22819   22767   22718   22669   22619   22571   22519   22471   max: 22918  average 10: 22693  average total: 48092
15:13.5 22422   22377   22326   22274   22219   22170   22119   22070   22021   21977   max: 22422  average 10: 22197  average total: 48026
15:13.5 21929   21880   21830   21780   21729   21680   21629   21580   21529   21479   max: 21929  average 10: 21704  average total: 47958
15:13.5 21429   21381   21335   21295   21245   21194   21141   21090   21040   20988   max: 21429  average 10: 21213  average total: 47890
15:13.5 20936   20886   20835   20785   20732   20682   20630   20579   20544   20497   max: 20936  average 10: 20710  average total: 47821
15:13.5 20447   20392   20341   20290   20239   20189   20135   20083   20032   19978   max: 20447  average 10: 20212  average total: 47750
15:13.5 19927   19878   19827   19776   19728   19677   19627   19578   19529   19478   max: 19927  average 10: 19702  average total: 47679
15:13.5 19432   19382   19328   19277   19227   19179   19128   19078   19026   18975   max: 19432  average 10: 19203  average total: 47607
15:13.5 18926   18874   18825   18776   18728   18679   18630   18594   18544   18493   max: 18926  average 10: 18706  average total: 47534
15:13.5 18438   18386   18336   18286   18234   18178   18131   18078   18027   17972   max: 18438  average 10: 18206  average total: 47460
15:13.6 17922   17872   17818   17765   17714   17664   17614   17564   17510   17457   max: 17922  average 10: 17690  average total: 47385
15:13.6 17410   17358   17308   17258   17204   17157   17103   17050   16997   16946   max: 17410  average 10: 17179  average total: 47310
15:13.6 16895   16844   16792   16740   16688   16637   16585   16536   16482   16429   max: 16895  average 10: 16662  average total: 47233
15:13.6 16382   16331   16280   16230   16177   16125   16073   16024   15973   15922   max: 16382  average 10: 16151  average total: 47155
15:13.6 15869   15819   15770   15719   15668   15615   15561   15510   15458   15405   max: 15869  average 10: 15639  average total: 47077
15:13.6 15391   15336   15285   15231   15181   15130   15078   15024   14969   14916   max: 15391  average 10: 15154  average total: 46998
15:13.6 14861   14810   14762   14712   14657   14605   14554   14503   14453   14402   max: 14861  average 10: 14631  average total: 46918
15:13.6 14352   14301   14249   14196   14141   14090   14040   13989   13937   13887   max: 14352  average 10: 14118  average total: 46837
15:13.6 13837   13788   13737   13686   13634   13582   13532   13482   13430   13381   max: 13837  average 10: 13608  average total: 46755
15:13.6 13328   13278   13229   13179   13128   13076   13026   12976   12926   12874   max: 13328  average 10: 13102  average total: 46672
15:13.6 12824   12775   12725   12672   12618   12567   12519   12469   12419   12369   max: 12824  average 10: 12595  average total: 46589
15:13.6 12318   12289   12238   12187   12137   12090   12041   11991   11939   11892   max: 12318  average 10: 12112  average total: 46504
15:13.6 11839   11791   11741   11690   11638   11588   11537   11487   11432   11384   max: 11839  average 10: 11612  average total: 46419
15:13.6 11335   11281   11232   11182   11133   11084   11033   10980   10930   10879   max: 11335  average 10: 11106  average total: 46333
15:13.6 10828   10778   10725   10673   10623   10574   10525   10476   10426   10376   max: 10828  average 10: 10600  average total: 46247
15:13.6 10326   10275   10228   10179   10128   10078   10028   9978    9927    9877    max: 10326  average 10: 10102  average total: 46159
15:13.6 9826    9774    9727    9675    9625    9575    9526    9475    9423    9372    max: 9826  average 10: 9599  average total: 46071
15:13.6 9322    9268    9220    9168    9119    9066    9017    8966    8917    8867    max: 9322  average 10: 9093  average total: 45982
15:13.6 8816    8765    8712    8664    8611    8561    8511    8461    8414    8364    max: 8816  average 10: 8587  average total: 45892
15:13.6 8310    8260    8206    8154    8102    8049    7997    7945    7894    7845    max: 8310  average 10: 8076  average total: 45801
15:13.6 7795    7745    7695    7646    7595    7545    7494    7439    7391    7340    max: 7795  average 10: 7568  average total: 45710
15:13.6 7289    7234    7184    7131    7077    7025    6975    6923    6873    6824    max: 7289  average 10: 7053  average total: 45617
15:13.6 6774    6723    6675    6624    6575    6522    6472    6419    6367    6317    max: 6774  average 10: 6546  average total: 45524
15:13.6 6267    6216    6166    6115    6062    6010    5958    5905    5854    5801    max: 6267  average 10: 6035  average total: 45431
15:13.6 5749    6406    6354    6305    6254    6206    6152    6100    6047    6000    max: 6406  average 10: 6157  average total: 45338
15:13.7 5952    5900    5850    5799    5746    5695    5644    5592    5625    5704    max: 5952  average 10: 5750  average total: 45244
15:13.7 5653    5601    5547    5539    5533    5523    5514    5497    5487    5478    max: 5653  average 10: 5537  average total: 45150
15:13.7 5462    5442    5432    5416    5395    5363    5363    5328    5276    5241    max: 5462  average 10: 5371  average total: 45057
15:13.7 5214    5190    5173    5139    5194    5141    5091    5059    5036    5012    max: 5214  average 10: 5124  average total: 44963
15:13.8 4987    4971    4928    4923    4873    4824    4795    4768    4738    4710    max: 4987  average 10: 4851  average total: 44869
15:13.8 4683    4656    4628    4599    4562    4602    4556    4504    1484    1450    max: 4683  average 10: 3972  average total: 44773
15:13.8 1398    1440    1391    1336    1307    1275    1253    1217    1189    1160    max: 1440  average 10: 1296  average total: 44672
15:13.8 1133    1105    1073    1043    1019    1045    993 954 903 851 max: 1133  average 10: 1011  average total: 44571
15:13.8 818 791 762 792 743 739 687 637 605 582 max: 818  average 10: 715  average total: 44469
15:13.9 556 528 478 447 416 458 405 358 309 282 max: 556  average 10: 423  average total: 44367
15:13.9 250 219 191 160 136 109 73  49  49  55  max: 250  average 10: 129  average total: 44265
15:13.9 65  47  48  145 96  67  50  50  152 100 max: 152  average 10: 82  average total: 44163
15:13.10 73 48  48  148 97  78  47  53  50  48  max: 148  average 10: 69  average total: 44062
15:13.10 50 49  48  47  49  66  95  133 83  48  max: 133  average 10: 66  average total: 43961
15:13.11 49 48  51  49  55  48  51  48  52  47  max: 55  average 10: 49  average total: 43860
15:13.11 51 48  52  57  55  55  51  49  57  146 max: 146  average 10: 62  average total: 43760
15:13.12 105    68  57  171 119 156 100 127 77  50  max: 171  average 10: 103  average total: 43661 138.8KB/s(in)
15:13.12 52 165 110 59  49  58  47  52  54  57  max: 165  average 10: 70  average total: 43562
15:13.13 55 47  51  52  51  47  53  48  48  49  max: 55  average 10: 50  average total: 43463
15:13.13 48 48  47  57  50  90  49  49  48  50  max: 90  average 10: 53  average total: 43365
15:13.14 151    96  148 95  61  47  48  143 96  63  max: 151  average 10: 94  average total: 43267
15:13.14 48 48  48  50  52  47  68  49  47  48  max: 68  average 10: 50  average total: 43170
15:13.15 48 49  60  55  49  47  48  48  49  156 max: 156  average 10: 60  average total: 43073
15:13.16 104    63  52  50  47  47  48  160 113 63  max: 160  average 10: 74  average total: 42976
15:13.16 49 49  48  48  48  47  48  47  49  48  max: 49  average 10: 48  average total: 42880
15:13.16 47 47  48  48  59  47  54  48  50  52  max: 59  average 10: 50  average total: 42785
15:13.17 59 51  52  51  49  48  49  49  50  49  max: 59  average 10: 50  average total: 42690
15:13.17 49 48  49  159 108 57  145 95  65  146 max: 159  average 10: 92  average total: 42595
15:13.18 96 78  50  63  57  151 96  61  144 95  max: 151  average 10: 89  average total: 42501
15:13.19 64 47  51  55  50  48  49  48  50  48  max: 64  average 10: 51  average total: 42407
15:13.19 51 51  55  48  53  49  47  48  48  47  max: 55  average 10: 49  average total: 42313
15:13.20 54 47  53  48  51  76  51  49  46  48  max: 76  average 10: 52  average total: 42220
15:13.20 47 47  50  62  49  49  48  47  47  55  max: 62  average 10: 50  average total: 42128
15:13.21 141    87  48  50  46  48  47  52  49  50  max: 141  average 10: 61  average total: 42035
15:13.21 47 50  50  47  47  50  49  49  48  51  max: 51  average 10: 48  average total: 41943
15:13.22 48 52  147 98  143 96  57  54  50  51  max: 147  average 10: 79  average total: 41852
15:13.22 47 53  150 101 64  54  48  47  52  53  max: 150  average 10: 66  average total: 41761 9.7KB/s(in)
15:13.23 58 49  48  51  47  50  153 99  64  49  max: 153  average 10: 66  average total: 41670
15:13.23 48 50  151 100 65  49  49  48  197 167 max: 197  average 10: 92  average total: 41580
15:13.24 116    152 98  145 96  63  47  49  48  51  max: 152  average 10: 86  average total: 41490
15:13.24 48 47  48  48  47  151 98  64  48  49  max: 151  average 10: 64  average total: 41401
15:13.25 47 50  49  459 408 356 305 255 205 153 max: 459  average 10: 228  average total: 41312
15:13.25 102    97  88  71  150 98  66  52  58  49  max: 150  average 10: 83  average total: 41223
15:13.26 58 49  267 230 195 144 95  53  60  52  max: 267  average 10: 120  average total: 41135
15:13.26 54 49  51  536 485 443 393 342 292 239 max: 536  average 10: 288  average total: 41048
15:13.27 185    135 243 188 136 82  153 111 195 143 max: 243  average 10: 157  average total: 40960
15:13.27 192    142 90  111 74  56  56  55  54  203 max: 203  average 10: 103  average total: 40873
15:13.28 177    126 951 901 851 801 749 698 648 598 max: 951  average 10: 650  average total: 40788
15:13.29 544    491 441 391 341 290 239 186 180 162 max: 544  average 10: 326  average total: 40702
15:13.29 143    137 86  77  67  55  49  49  55  56  max: 143  average 10: 77  average total: 40616
15:13.29 57 150 99  84  66  48  51  48  72  58  max: 150  average 10: 73  average total: 40530
15:13.30 149    99  75  61  48  152 102 53  50  49  max: 152  average 10: 83  average total: 40445
15:13.30 50 49  48  48  50  49  59  52  63  64  max: 64  average 10: 53  average total: 40360
15:13.31 168    116 65  50  48  48  455 403 352 301 max: 455  average 10: 200  average total: 40275
15:13.32 252    208 158 108 113 84  165 113 83  53  max: 252  average 10: 133  average total: 40191
15:13.32 54 48  50  48  49  51  50  48  50  49  max: 54  average 10: 49  average total: 40107
15:13.32 50 50  146 95  74  50  50  47  52  55  max: 146  average 10: 66  average total: 40024 9.7KB/s(in)
15:13.33 144    94  75  47  51  47  57  47  51  49  max: 144  average 10: 66  average total: 39940
15:13.33 48 51  48  46  50  48  52  49  54  57  max: 57  average 10: 50  average total: 39857
15:13.34 151    97  65  49  48  47  151 100 198 174 max: 198  average 10: 108  average total: 39775
15:13.35 125    88  59  49  49  50  49  50  49  47  max: 125  average 10: 61  average total: 39693
15:13.35 48 48  51  47  48  47  49  49  48  46  max: 51  average 10: 48  average total: 39611
15:13.35 52 48  49  47  51  50  49  49  48  48  max: 52  average 10: 49  average total: 39529
15:13.36 50 48  50  48  52  48  52  47  50  49  max: 52  average 10: 49  average total: 39448
15:13.36 50 49  50  47  50  48  51  48  53  49  max: 53  average 10: 49  average total: 39367
15:13.37 52 48  50  47  51  47  48  48  47  49  max: 52  average 10: 48  average total: 39286
15:13.37 170    125 74  153 103 51  53  85  50  50  max: 170  average 10: 91  average total: 39206
15:13.38 144    94  69  49  51  47  48  47  50  49  max: 144  average 10: 64  average total: 39126
15:13.39 50 48  51  49  51  53  75  85  48  49  max: 85  average 10: 55  average total: 39047
15:13.39 48 48  48  51  49  146 98  86  47  49  max: 146  average 10: 67  average total: 38968
15:13.40 48 52  48  49  49  48  48  146 99  63  max: 146  average 10: 65  average total: 38889
15:13.40 49 48  49  47  49  47  47  198 144 108 max: 198  average 10: 78  average total: 38810
15:13.41 87 46  50  47  49  75  53  48  50  53  max: 87  average 10: 55  average total: 38732
15:13.41 55 52  48  48  49  49  50  54  47  50  max: 55  average 10: 50  average total: 38654
15:13.42 52 54  51  62  211 174 121 68  50  52  max: 211  average 10: 89  average total: 38576
15:13.42 53 49  48  46  152 100 84  53  51  463 max: 463  average 10: 109  average total: 38499 9.3KB/s(in)
15:13.43 411    360 306 256 207 155 105 97  60  151 max: 411  average 10: 210  average total: 38422
15:13.43 96 64  49  50  49  49  50  143 93  64  max: 143  average 10: 70  average total: 38346
15:13.44 50 48  48  47  49  52  772 720 668 620 max: 772  average 10: 307  average total: 38270
15:13.45 568    517 466 415 364 311 260 208 157 107 max: 568  average 10: 337  average total: 38194
15:13.45 90 55  48  50  50  48  50  145 93  62  max: 145  average 10: 69  average total: 38118
15:13.45 50 48  143 93  622 570 516 465 412 362 max: 622  average 10: 328  average total: 38043
15:13.46 312    261 211 156 103 52  48  47  46  50  max: 312  average 10: 128  average total: 37968
15:13.46 48 48  47  146 94  63  47  142 93  74  max: 146  average 10: 80  average total: 37893
15:13.47 48 49  49  48  48  49  142 94  72  463 max: 463  average 10: 106  average total: 37819
15:13.48 413    362 314 262 210 160 106 55  50  51  max: 413  average 10: 198  average total: 37745
15:13.48 48 47  48  54  50  48  47  50  48  49  max: 54  average 10: 48  average total: 37671
15:13.48 49 49  51  47  107 59  53  47  48  48  max: 107  average 10: 55  average total: 37597
15:13.49 49 48  48  48  48  50  48  48  50  50  max: 50  average 10: 48  average total: 37524
15:13.49 47 58  66  54  53  66  57  55  65  67  max: 67  average 10: 58  average total: 37450
15:13.50 51 54  149 99  67  50  57  50  47  48  max: 149  average 10: 67  average total: 37377
15:13.50 49 60  48  49  104 57  58  56  52  142 max: 142  average 10: 67  average total: 37305
15:13.51 92 62  47  49  48  48  48  48  47  49  max: 92  average 10: 53  average total: 37233
15:13.51 47 49  49  50  48  48  150 96  148 99  max: 150  average 10: 78  average total: 37161
15:13.52 68 48  53  48  142 92  145 94  61  47  max: 145  average 10: 79  average total: 37089
15:13.52 48 80  79  48  48  47  48  53  50  51  max: 80  average 10: 55  average total: 37017
15:13.53 50 49  48  47  50  54  48  47  51  47  max: 54  average 10: 49  average total: 36946 10.1KB/s(in)
15:13.53 50 48  49  146 96  65  49  48  47  50  max: 146  average 10: 64  average total: 36875
15:13.54 49 50  48  47  50  48  51  48  50  49  max: 51  average 10: 49  average total: 36804
15:13.54 48 49  48  51  49  459 409 359 307 256 max: 459  average 10: 203  average total: 36734
15:13.55 206    209 159 127 76  49  49  48  49  48  max: 209  average 10: 102  average total: 36664
15:13.55 148    98  67  49  166 116 151 96  61  50  max: 166  average 10: 100  average total: 36595
15:13.56 51 51  47  49  47  49  84  56  50  51  max: 84  average 10: 53  average total: 36525
15:13.57 47 49  53  49  48  56  94  76  76  107 max: 107  average 10: 65  average total: 36456
15:13.57 57 52  55  49  149 94  146 94  61  59  max: 149  average 10: 81  average total: 36387
15:13.58 51 47  48  49  49  47  49  47  47  50  max: 51  average 10: 48  average total: 36318
15:13.58 64 47  48  47  46  56  55  64  65  230 max: 230  average 10: 72  average total: 36249
15:13.59 898    844 821 770 720 672 621 567 518 464 max: 898  average 10: 689  average total: 36182
15:14.0 414 363 312 262 210 159 115 96  73  52  max: 414  average 10: 205  average total: 36114
15:14.0 59  206 153 108 78  232 204 149 98  80  max: 232  average 10: 136  average total: 36047
15:14.0 75  151 101 50  51  51  49  50  82  89  max: 151  average 10: 74  average total: 35979
15:14.1 52  50  50  50  48  49  50  49  47  146 max: 146  average 10: 59  average total: 35912
15:14.1 96  66  48  50  48  143 93  67  48  51  max: 143  average 10: 71  average total: 35845
15:14.2 47  56  54  51  53  48  48  49  55  49  max: 56  average 10: 51  average total: 35778
15:14.2 52  48  51  49  52  154 103 53  48  143 max: 154  average 10: 75  average total: 35712
15:14.3 93  58  48  51  49  49  49  49  49  61  max: 93  average 10: 55  average total: 35645
15:14.3 56  49  48  47  47  46  51  47  47  54  max: 56  average 10: 49  average total: 35579 9.6KB/s(in)
15:14.4 143 94  63  49  50  47  47  52  48  50  max: 143  average 10: 64  average total: 35514
15:14.4 47  51  49  53  47  48  50  57  153 101 max: 153  average 10: 65  average total: 35448
15:14.5 69  148 98  64  54  52  56  50  48  48  max: 148  average 10: 68  average total: 35383
15:14.5 53  48  50  50  47  50  47  51  49  56  max: 56  average 10: 50  average total: 35318
15:14.6 48  46  49  51  48  50  53  48  48  50  max: 53  average 10: 49  average total: 35253
